Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Total_Charging_Stations,Income_Per_Car,Long_Commute,High_Environment,High_Range_Anxiety,Home_Charging,Government_Support,Charging_Access,Income_Environment,Commute_Range,Will_Buy_EV
50,0,109655.0,0,44.8,2.0,0,1,1,1,1.0,1,1,2,36551.666666666664,1,0,1,1,1,1.0,219310.0,89.6,0
30,0,116147.0,1,82.3,1.0,0,6,9,1,4.0,1,1,15,58073.5,1,1,1,1,1,7.199999999999999,580735.0,164.6,1
57,1,71295.0,1,33.8,1.0,2,5,8,1,4.0,0,1,13,35647.5,0,1,1,1,0,6.2,356475.0,67.6,0
66,0,56009.0,1,69.9,1.0,1,4,6,1,3.0,1,1,10,28004.5,1,1,1,1,1,4.800000000000001,224036.0,139.8,0
56,1,106998.0,0,18.0,2.0,2,1,2,0,1.0,0,1,3,35666.0,0,0,1,0,0,1.4,213996.0,36.0,0
54,0,146967.0,2,20.4,3.0,1,4,8,1,2.0,1,1,12,36741.75,0,0,1,1,1,5.6,440901.0,40.8,1
64,1,65409.0,2,5.0,2.0,1,12,6,1,3.0,0,1,18,21803.0,0,1,1,1,0,9.6,261636.0,10.0,0
32,1,118673.0,1,29.7,1.0,1,7,7,1,2.0,1,1,14,59336.5,0,0,1,1,1,7.0,356019.0,59.4,0
38,0,73758.0,1,5.0,1.0,2,5,8,1,1.0,1,1,13,36879.0,0,0,1,1,1,6.2,147516.0,10.0,0
53,0,134111.0,0,6.9,2.0,0,1,0,1,2.0,1,1,1,44703.666666666664,0,0,1,1,1,0.6,402333.0,13.8,1
39,0,40109.0,2,46.8,2.0,1,10,6,0,5.0,1,1,16,13369.666666666666,1,1,1,0,1,8.4,240654.0,93.6,1
63,0,100006.0,1,45.2,3.0,2,4,9,1,2.0,1,1,13,25001.5,1,0,1,1,1,6.0,300018.0,90.4,0
26,1,42346.0,2,49.2,2.0,2,13,12,0,4.0,0,1,25,14115.333333333334,1,1,1,0,0,12.600000000000001,211730.0,98.4,0
48,0,59406.0,1,60.2,1.0,2,5,6,1,1.0,1,1,11,29703.0,1,0,1,1,1,5.4,118812.0,120.4,0
46,0,129709.0,2,40.1,3.0,2,11,3,0,4.0,1,1,14,32427.25,0,1,1,0,1,7.8,648545.0,80.2,1
44,0,82196.0,2,39.4,3.0,2,12,5,1,4.0,1,1,17,20549.0,0,1,1,1,1,9.2,410980.0,78.8,1
32,1,91597.0,1,11.2,1.0,0,6,7,1,4.0,0,1,13,45798.5,0,1,1,1,0,6.4,457985.0,22.4,0
50,0,77147.0,2,5.0,3.0,2,10,3,0,1.0,1,1,13,19286.75,0,0,1,0,1,7.2,154294.0,10.0,0
36,1,62010.0,2,20.4,1.0,0,10,17,0,5.0,1,1,27,31005.0,0,1,1,0,1,12.8,372060.0,40.8,0
69,0,35695.0,2,14.3,3.0,1,7,4,0,3.0,1,1,11,8923.75,0,1,1,0,1,5.800000000000001,142780.0,28.6,0
54,0,67954.0,1,70.2,2.0,1,3,6,0,4.0,1,1,9,22651.333333333332,1,1,1,0,1,4.2,339770.0,140.4,0
47,1,84057.0,0,23.2,2.0,1,1,0,1,3.0,1,1,1,28019.0,0,1,1,1,1,0.6,336228.0,46.4,0
55,1,53521.0,1,34.7,2.0,1,5,6,1,1.0,0,1,11,17840.333333333332,0,0,1,1,0,5.4,107042.0,69.4,0
45,0,100537.0,1,70.6,2.0,3,5,3,1,2.0,0,1,8,33512.333333333336,1,0,1,1,0,4.2,301611.0,141.2,0
27,0,132273.0,1,53.7,3.0,2,1,7,0,1.0,0,1,8,33068.25,1,0,1,0,0,3.4000000000000004,264546.0,107.4,0
32,0,109871.0,1,5.0,1.0,3,2,8,1,3.0,1,1,10,54935.5,0,1,1,1,1,4.4,439484.0,10.0,0
52,1,100622.0,2,69.4,2.0,0,2,16,1,1.0,1,1,18,33540.666666666664,1,0,1,1,1,7.6000000000000005,201244.0,138.8,0
50,1,78965.0,1,69.0,2.0,3,1,9,0,3.0,0,1,10,26321.666666666668,1,1,1,0,0,4.2,315860.0,138.0,0
39,0,144060.0,1,21.0,1.0,1,4,9,1,3.0,1,1,13,72030.0,0,1,1,1,1,6.0,576240.0,42.0,1
62,0,30000.0,2,39.7,2.0,1,2,16,0,1.0,1,1,18,10000.0,0,0,1,0,1,7.6000000000000005,60000.0,79.4,0
52,0,133552.0,0,58.4,2.0,1,2,1,1,4.0,1,1,3,44517.333333333336,1,1,1,1,1,1.6,667760.0,116.8,0
45,0,58183.0,2,79.0,3.0,1,8,16,1,3.0,1,1,24,14545.75,1,1,1,1,1,11.2,232732.0,158.0,0
50,1,50855.0,1,5.0,1.0,1,3,9,1,3.0,1,1,12,25427.5,0,1,1,1,1,5.4,203420.0,10.0,0
69,1,96483.0,1,61.9,3.5,2,5,6,1,5.0,1,1,11,21440.666666666668,1,1,1,1,1,5.4,578898.0,123.8,0
28,0,125396.0,2,5.0,3.0,1,12,16,1,5.0,0,1,28,31349.0,0,1,1,1,0,13.6,752376.0,10.0,1
43,1,84708.0,2,5.0,3.0,3,10,11,0,5.0,1,1,21,21177.0,0,1,1,0,1,10.4,508248.0,10.0,1
62,0,84708.0,2,58.0,1.0,1,9,3,0,3.0,1,1,12,42354.0,1,1,1,0,1,6.6,338832.0,116.0,0
69,1,87460.0,1,57.8,2.0,1,4,2,0,2.0,0,1,6,29153.333333333332,1,0,1,0,0,3.2,262380.0,115.6,0
51,0,35573.0,1,5.0,2.0,3,1,7,1,2.0,1,1,8,11857.666666666666,0,0,1,1,1,3.4000000000000004,106719.0,10.0,0
45,1,97741.0,1,58.0,3.0,3,3,9,1,2.0,0,1,12,24435.25,1,0,1,1,0,5.4,293223.0,116.0,0
45,1,30000.0,1,68.8,1.0,2,2,2,1,5.0,0,1,4,15000.0,1,1,1,1,0,2.0,180000.0,137.6,0
57,1,87225.0,2,32.4,3.0,3,9,18,0,3.0,1,1,27,21806.25,0,1,1,0,1,12.6,348900.0,64.8,0
39,0,85878.0,0,55.4,2.0,1,1,2,1,5.0,0,1,3,28626.0,1,1,1,1,0,1.4,515268.0,110.8,0
56,1,41341.0,2,41.5,3.0,2,12,15,1,1.0,1,1,27,10335.25,1,0,1,1,1,13.2,82682.0,83.0,0
47,1,93818.0,2,53.8,3.5,1,10,12,0,3.0,1,1,22,20848.444444444445,1,1,1,0,1,10.8,375272.0,107.6,0
47,1,122071.0,0,5.0,1.0,2,0,2,1,4.0,1,1,2,61035.5,0,1,1,1,1,0.8,610355.0,10.0,0
57,1,131472.0,2,35.5,3.0,1,9,7,0,2.0,1,1,16,32868.0,0,0,1,0,1,8.2,394416.0,71.0,0
54,0,81470.0,0,50.4,2.0,1,1,0,1,4.0,0,1,1,27156.666666666668,1,1,1,1,0,0.6,407350.0,100.8,0
40,0,87215.0,2,83.8,3.0,0,13,5,1,5.0,0,1,18,21803.75,1,1,1,1,0,9.8,523290.0,167.6,0
42,0,97567.0,1,27.8,1.0,3,0,8,1,2.0,0,1,8,48783.5,0,0,1,1,0,3.2,292701.0,55.6,0
57,1,64334.0,1,37.2,1.0,2,6,5,1,1.0,1,1,11,32167.0,0,0,1,1,1,5.6,128668.0,74.4,0
63,1,69093.0,2,30.4,2.0,1,4,8,0,1.0,1,1,12,23031.0,0,0,1,0,1,5.6,138186.0,60.8,0
46,1,41928.0,2,36.5,2.0,1,12,11,0,1.0,1,1,23,13976.0,0,0,1,0,1,11.6,83856.0,73.0,0
32,1,77323.0,1,51.8,2.0,1,2,6,0,4.0,0,1,8,25774.333333333332,1,1,1,0,0,3.6000000000000005,386615.0,103.6,0
54,1,92256.0,1,5.0,1.0,2,1,7,1,5.0,1,1,8,46128.0,0,1,1,1,1,3.4000000000000004,553536.0,10.0,1
63,1,69836.0,0,14.2,2.0,1,2,2,1,3.0,0,1,4,23278.666666666668,0,1,1,1,0,2.0,279344.0,28.4,0
40,0,91377.0,1,52.6,2.0,0,5,5,1,1.0,0,1,10,30459.0,1,0,1,1,0,5.0,182754.0,105.2,0
54,0,101027.0,2,5.0,3.0,1,13,16,0,4.0,1,1,29,25256.75,0,1,1,0,1,14.2,505135.0,10.0,1
64,1,125759.0,0,48.5,1.0,1,2,2,1,1.0,0,1,4,62879.5,1,0,1,1,0,2.0,251518.0,97.0,0
57,0,35561.0,1,58.8,2.0,1,4,3,1,4.0,1,1,7,11853.666666666666,1,1,1,1,1,3.6,177805.0,117.6,1
35,1,101547.0,1,63.3,2.0,2,2,2,1,1.0,0,1,4,33849.0,1,0,1,1,0,2.0,203094.0,126.6,0
39,1,83745.0,2,38.3,2.0,1,8,5,1,5.0,1,1,13,27915.0,0,1,1,1,1,6.8,502470.0,76.6,0
35,0,104070.0,1,5.0,2.0,1,3,7,0,5.0,1,1,10,34690.0,0,1,1,0,1,4.6,624420.0,10.0,0
67,0,111682.0,2,39.6,1.0,2,14,8,1,2.0,1,1,22,55841.0,0,0,1,1,1,11.600000000000001,335046.0,79.2,1
35,0,71095.0,2,34.5,2.0,0,2,6,1,3.0,1,1,8,23698.333333333332,0,1,1,1,1,3.6000000000000005,284380.0,69.0,0
30,0,85367.0,2,23.1,2.0,0,14,15,0,4.0,1,1,29,28455.666666666668,0,1,1,0,1,14.4,426835.0,46.2,0
49,1,80931.0,2,28.0,1.0,1,13,8,0,1.0,0,1,21,40465.5,0,0,1,0,0,11.0,161862.0,56.0,0
62,1,149261.0,2,54.4,2.0,1,9,17,1,2.0,1,1,26,49753.666666666664,1,0,1,1,1,12.2,447783.0,108.8,0
49,0,110226.0,1,23.0,1.0,3,1,8,1,3.0,0,1,9,55113.0,0,1,1,1,0,3.8000000000000003,440904.0,46.0,0
63,1,40838.0,1,34.1,1.0,1,3,9,1,1.0,1,1,12,20419.0,0,0,1,1,1,5.4,81676.0,68.2,0
61,1,84708.0,2,40.2,2.0,2,3,18,0,2.0,1,1,21,28236.0,1,0,1,0,1,9.0,254124.0,80.4,0
51,1,95468.0,1,43.6,2.0,3,6,8,1,1.0,0,1,14,31822.666666666668,1,0,1,1,0,6.8,190936.0,87.2,0
55,0,30000.0,2,34.1,2.0,3,14,14,0,4.0,0,1,28,10000.0,0,1,1,0,0,14.0,150000.0,68.2,0
34,0,91675.0,2,10.5,2.0,3,14,11,0,1.0,1,1,25,30558.333333333332,0,0,1,0,1,12.8,183350.0,21.0,0
59,1,137930.0,1,79.8,2.0,2,7,1,1,1.0,1,1,8,45976.666666666664,1,0,1,1,1,4.6000000000000005,275860.0,159.6,0
63,0,80045.0,1,34.2,2.0,1,5,7,1,3.0,1,1,12,26681.666666666668,0,1,1,1,1,5.800000000000001,320180.0,68.4,0
42,0,111181.0,2,85.2,2.0,2,13,9,0,3.0,1,1,22,37060.333333333336,1,1,1,0,1,11.4,444724.0,170.4,1
53,0,104378.0,2,55.8,3.0,2,12,16,0,4.0,1,1,28,26094.5,1,1,1,0,1,13.6,521890.0,111.6,1
43,1,115696.0,2,32.5,2.0,1,12,10,1,3.0,1,1,22,38565.333333333336,0,1,1,1,1,11.2,462784.0,65.0,0
40,0,154081.0,0,5.0,2.0,2,1,2,1,1.0,0,1,3,51360.333333333336,0,0,1,1,0,1.4,308162.0,10.0,0
27,0,61411.0,2,92.0,2.0,0,3,7,0,3.0,0,1,10,20470.333333333332,1,1,1,0,0,4.6,245644.0,184.0,0
49,0,95665.0,0,56.5,2.0,1,0,2,1,3.0,1,1,2,31888.333333333332,1,1,1,1,1,0.8,382660.0,113.0,1
68,1,154158.0,2,21.3,1.0,2,12,6,1,3.0,1,1,18,77079.0,0,1,1,1,1,9.6,616632.0,42.6,1
26,0,113743.0,1,51.9,1.0,2,1,1,0,4.0,1,1,2,56871.5,1,1,1,0,1,1.0,568715.0,103.8,0
68,0,67541.0,2,57.2,1.0,1,14,15,0,4.0,0,1,29,33770.5,1,1,1,0,0,14.4,337705.0,114.4,0
25,1,105868.0,1,11.6,1.0,2,6,8,1,3.0,1,1,14,52934.0,0,1,1,1,1,6.8,423472.0,23.2,0
36,1,82301.0,2,11.0,1.0,1,2,19,0,2.0,1,1,21,41150.5,0,0,1,0,1,8.8,246903.0,22.0,0
53,1,42937.0,2,36.4,3.0,2,3,10,1,4.0,0,1,13,10734.25,0,1,1,1,0,5.8,214685.0,72.8,0
33,1,30000.0,2,52.5,2.0,2,10,15,0,1.0,1,1,25,10000.0,1,0,1,0,1,12.0,60000.0,105.0,0
57,0,92482.0,1,6.3,3.5,3,7,9,1,3.0,1,1,16,20551.555555555555,0,1,1,1,1,7.800000000000001,369928.0,12.6,1
53,1,68077.0,0,68.0,1.0,2,2,3,1,1.0,0,1,5,34038.5,1,0,1,1,0,2.4000000000000004,136154.0,136.0,0
43,1,111718.0,2,5.0,2.0,1,11,17,1,3.0,1,1,28,37239.333333333336,0,1,1,1,1,13.4,446872.0,10.0,0
37,1,112843.0,1,46.1,3.0,1,1,1,1,5.0,1,1,2,28210.75,1,1,1,1,1,1.0,677058.0,92.2,1
53,0,79575.0,1,41.8,2.0,1,5,4,1,5.0,1,1,9,26525.0,1,1,1,1,1,4.6,477450.0,83.6,1
54,1,75963.0,1,45.3,3.0,3,3,8,0,5.0,1,1,11,18990.75,1,1,1,0,1,5.0,455778.0,90.6,0
41,1,77383.0,1,58.6,2.0,2,4,8,1,4.0,1,1,12,25794.333333333332,1,1,1,1,1,5.6,386915.0,117.2,0
25,0,101290.0,0,17.8,3.0,2,0,2,1,4.0,1,1,2,25322.5,0,1,1,1,1,0.8,506450.0,35.6,0
30,2,38649.0,1,27.0,2.0,1,5,7,1,4.0,1,1,12,12883.0,0,1,1,1,1,5.800000000000001,193245.0,54.0,0
32,0,84774.0,2,29.1,1.0,1,10,11,0,2.0,1,1,21,42387.0,0,0,1,0,1,10.4,254322.0,58.2,0
38,0,113354.0,2,17.4,1.0,3,5,11,1,3.0,1,1,16,56677.0,0,1,1,1,1,7.4,453416.0,34.8,0
60,0,66710.0,1,67.6,2.0,1,3,7,1,1.0,1,1,10,22236.666666666668,1,0,1,1,1,4.6,133420.0,135.2,0
30,0,95585.0,2,61.8,2.0,3,11,14,1,2.0,0,1,25,31861.666666666668,1,0,1,1,0,12.2,286755.0,123.6,0
26,1,83397.0,1,67.1,2.0,1,7,1,1,1.0,1,1,8,27799.0,1,0,1,1,1,4.6000000000000005,166794.0,134.2,0
41,1,58728.0,1,8.9,3.0,2,2,7,1,5.0,1,1,9,14682.0,0,1,1,1,1,4.0,352368.0,17.8,0
49,1,46440.0,0,47.4,3.5,2,0,2,1,5.0,1,1,2,10320.0,1,1,1,1,1,0.8,278640.0,94.8,0
48,1,50482.0,2,5.0,1.0,2,6,9,0,4.0,1,1,15,25241.0,0,1,1,0,1,7.199999999999999,252410.0,10.0,1
35,1,94574.0,2,43.6,2.0,1,13,15,1,3.0,1,1,28,31524.666666666668,1,1,1,1,1,13.8,378296.0,87.2,0
49,0,140687.0,2,66.8,2.0,2,14,8,0,5.0,0,1,22,46895.666666666664,1,1,1,0,0,11.600000000000001,844122.0,133.6,0
49,0,79677.0,2,52.3,3.0,1,9,15,0,4.0,0,1,24,19919.25,1,1,1,0,0,11.399999999999999,398385.0,104.6,0
41,1,114353.0,2,51.0,1.0,1,6,5,0,4.0,1,1,11,57176.5,1,1,1,0,1,5.6,571765.0,102.0,0
32,1,30000.0,2,23.5,3.5,2,6,7,1,4.0,1,1,13,6666.666666666667,0,1,1,1,1,6.4,150000.0,47.0,0
69,0,123669.0,1,53.8,1.0,1,3,3,1,3.0,0,1,6,61834.5,1,1,1,1,0,3.0,494676.0,107.6,0
57,1,69772.0,2,47.7,1.0,1,3,9,0,3.0,0,1,12,34886.0,1,1,1,0,0,5.4,279088.0,95.4,0
65,0,130933.0,1,79.3,3.5,2,4,7,1,5.0,1,1,11,29096.222222222223,1,1,1,1,1,5.2,785598.0,158.6,1
55,1,89023.0,0,30.3,1.0,1,0,2,1,3.0,0,1,2,44511.5,0,1,1,1,0,0.8,356092.0,60.6,0
46,1,45926.0,1,52.0,1.0,1,5,3,1,5.0,0,1,8,22963.0,1,1,1,1,0,4.2,275556.0,104.0,0
54,1,72664.0,2,5.0,3.0,2,12,5,1,5.0,1,1,17,18166.0,0,1,1,1,1,9.2,435984.0,10.0,1
68,2,72866.0,1,37.7,2.0,1,5,9,1,2.0,1,1,14,24288.666666666668,0,0,1,1,1,6.6,218598.0,75.4,0
68,1,101134.0,0,43.5,1.0,2,1,2,1,1.0,1,1,3,50567.0,1,0,1,1,1,1.4,202268.0,87.0,0
49,1,170537.0,1,64.9,2.0,2,0,8,1,4.0,0,1,8,56845.666666666664,1,1,1,1,0,3.2,852685.0,129.8,0
35,0,109605.0,2,50.4,3.0,0,14,11,0,4.0,0,1,25,27401.25,1,1,1,0,0,12.8,548025.0,100.8,0
35,1,144194.0,2,40.5,1.0,1,5,16,1,4.0,1,1,21,72097.0,1,1,1,1,1,9.4,720970.0,81.0,1
58,2,30000.0,2,39.0,1.0,1,11,13,0,2.0,0,1,24,15000.0,0,0,1,0,0,11.8,90000.0,78.0,0
45,1,57208.0,1,75.1,2.0,0,3,1,1,1.0,0,1,4,19069.333333333332,1,0,1,1,0,2.1999999999999997,114416.0,150.2,0
51,0,97408.0,2,30.3,1.0,2,5,19,0,4.0,1,1,24,48704.0,0,1,1,0,1,10.600000000000001,487040.0,60.6,0
47,0,63712.0,1,21.0,2.0,1,0,3,1,1.0,1,1,3,21237.333333333332,0,0,1,1,1,1.2000000000000002,127424.0,42.0,0
54,1,72716.0,2,33.5,1.0,0,6,12,1,3.0,1,1,18,36358.0,0,1,1,1,1,8.4,290864.0,67.0,0
34,1,84708.0,0,63.6,2.0,2,1,3,1,4.0,0,1,4,28236.0,1,1,1,1,0,1.8000000000000003,423540.0,127.2,0
53,0,84530.0,0,56.9,1.0,1,1,0,1,1.0,1,1,1,42265.0,1,0,1,1,1,0.6,169060.0,113.8,0
40,1,74947.0,2,15.4,2.0,2,10,9,0,1.0,1,1,19,24982.333333333332,0,0,1,0,1,9.6,149894.0,30.8,0
53,1,69340.0,1,24.4,1.0,3,5,8,1,4.0,1,1,13,34670.0,0,1,1,1,1,6.2,346700.0,48.8,0
54,1,77532.0,1,48.5,1.0,1,4,4,1,3.0,0,1,8,38766.0,1,1,1,1,0,4.0,310128.0,97.0,0
59,0,107352.0,1,50.9,2.0,2,3,5,1,3.0,1,1,8,35784.0,1,1,1,1,1,3.8,429408.0,101.8,0
26,1,42717.0,2,68.7,3.0,2,14,14,1,4.0,0,1,28,10679.25,1,1,1,1,0,14.0,213585.0,137.4,0
36,1,97895.0,1,38.3,2.0,3,6,3,1,2.0,1,1,9,32631.666666666668,0,0,1,1,1,4.8,293685.0,76.6,0
45,1,30000.0,1,17.4,3.5,1,4,5,1,4.0,1,1,9,6666.666666666667,0,1,1,1,1,4.4,150000.0,34.8,0
39,0,67986.0,0,61.8,3.0,1,2,0,1,4.0,1,1,2,16996.5,1,1,1,1,1,1.2,339930.0,123.6,0
48,1,82500.0,2,75.0,1.0,0,11,12,1,2.0,0,1,23,41250.0,1,0,1,1,0,11.4,247500.0,150.0,0
31,0,87630.0,1,70.3,1.0,2,0,6,1,1.0,0,1,6,43815.0,1,0,1,1,0,2.4000000000000004,175260.0,140.6,0
44,0,31034.0,0,6.0,1.0,2,2,0,1,2.0,1,1,2,15517.0,0,0,1,1,1,1.2,93102.0,12.0,0
50,0,30000.0,2,43.2,1.0,2,5,15,1,2.0,0,1,20,15000.0,1,0,1,1,0,9.0,90000.0,86.4,0
60,0,47055.0,1,20.3,2.0,2,4,7,1,5.0,0,1,11,15685.0,0,1,1,1,0,5.2,282330.0,40.6,0
40,1,77960.0,1,44.5,1.0,1,4,5,1,1.0,1,1,9,38980.0,1,0,1,1,1,4.4,155920.0,89.0,0
39,1,107481.0,2,41.7,1.0,1,3,11,0,5.0,1,1,14,53740.5,1,1,1,0,1,6.2,644886.0,83.4,0
41,0,107551.0,2,33.0,2.0,1,6,15,0,4.0,0,1,21,35850.333333333336,0,1,1,0,0,9.6,537755.0,66.0,0
31,1,116019.0,2,76.3,1.0,2,13,12,0,1.0,1,1,25,58009.5,1,0,1,0,1,12.600000000000001,232038.0,152.6,0
30,1,87750.0,1,15.9,1.0,1,6,5,1,2.0,1,1,11,43875.0,0,0,1,1,1,5.6,263250.0,31.8,0
63,0,92798.0,1,40.7,1.0,2,3,7,1,1.0,1,1,10,46399.0,1,0,1,1,1,4.6,185596.0,81.4,0
28,0,30190.0,1,76.8,2.0,0,1,3,1,5.0,0,1,4,10063.333333333334,1,1,1,1,0,1.8000000000000003,181140.0,153.6,0
50,1,69205.0,1,5.0,1.0,0,4,4,1,5.0,1,1,8,34602.5,0,1,1,1,1,4.0,415230.0,10.0,0
34,1,106221.0,1,31.4,2.0,2,2,3,1,1.0,1,1,5,35407.0,0,0,1,1,1,2.4000000000000004,212442.0,62.8,0
43,1,71926.0,2,42.9,1.0,2,11,4,1,4.0,1,1,15,35963.0,1,1,1,1,1,8.2,359630.0,85.8,0
66,0,84708.0,1,52.5,3.0,2,0,7,1,5.0,0,1,7,21177.0,1,1,1,1,0,2.8000000000000003,508248.0,105.0,0
40,1,112419.0,1,30.9,2.0,2,5,1,1,1.0,1,1,6,37473.0,0,0,1,1,1,3.4,224838.0,61.8,0
61,1,170891.0,2,56.4,2.0,1,5,14,0,1.0,1,1,19,56963.666666666664,1,0,1,0,1,8.600000000000001,341782.0,112.8,0
39,1,119424.0,1,5.0,2.0,0,0,4,1,1.0,1,1,4,39808.0,0,0,1,1,1,1.6,238848.0,10.0,0
36,1,78738.0,1,46.6,1.0,2,5,9,1,3.0,1,1,14,39369.0,1,1,1,1,1,6.6,314952.0,93.2,0
36,0,112446.0,2,61.1,2.0,2,2,16,0,3.0,1,1,18,37482.0,1,1,1,0,1,7.6000000000000005,449784.0,122.2,1
53,1,96787.0,2,66.7,1.0,2,2,13,1,3.0,0,1,15,48393.5,1,1,1,1,0,6.4,387148.0,133.4,0
45,0,121294.0,1,72.5,2.0,1,2,8,1,1.0,0,1,10,40431.333333333336,1,0,1,1,0,4.4,242588.0,145.0,0
65,0,80740.0,0,33.0,1.0,0,0,1,1,4.0,1,1,1,40370.0,0,1,1,1,1,0.4,403700.0,66.0,0
50,0,77831.0,0,42.3,1.0,3,0,1,1,3.0,0,1,1,38915.5,1,1,1,1,0,0.4,311324.0,84.6,0
58,0,31098.0,2,64.7,2.0,1,4,9,0,3.0,0,1,13,10366.0,1,1,1,0,0,6.0,124392.0,129.4,0
50,0,58963.0,1,5.0,2.0,1,4,2,0,2.0,1,1,6,19654.333333333332,0,0,1,0,1,3.2,176889.0,10.0,0
41,0,104555.0,1,94.9,1.0,1,7,8,1,1.0,0,1,15,52277.5,1,0,1,1,0,7.4,209110.0,189.8,0
66,1,52201.0,1,5.0,3.0,2,5,6,1,5.0,0,1,11,13050.25,0,1,1,1,0,5.4,313206.0,10.0,0
29,1,112607.0,0,16.3,2.0,0,2,1,1,3.0,1,1,3,37535.666666666664,0,1,1,1,1,1.6,450428.0,32.6,0
50,0,75101.0,1,36.3,2.0,1,7,9,0,1.0,1,1,16,25033.666666666668,0,0,1,0,1,7.800000000000001,150202.0,72.6,0
58,0,47043.0,2,34.7,3.0,0,14,16,0,3.0,1,1,30,11760.75,0,1,1,0,1,14.8,188172.0,69.4,0
55,0,84310.0,2,40.4,1.0,1,12,14,1,4.0,1,1,26,42155.0,1,1,1,1,1,12.8,421550.0,80.8,0
47,1,49900.0,2,52.2,2.0,1,12,8,1,2.0,0,1,20,16633.333333333332,1,0,1,1,0,10.399999999999999,149700.0,104.4,0
59,1,86290.0,1,25.2,3.0,1,1,3,0,1.0,1,1,4,21572.5,0,0,1,0,1,1.8000000000000003,172580.0,50.4,0
60,1,94280.0,2,17.8,1.0,3,7,14,0,5.0,1,1,21,47140.0,0,1,1,0,1,9.8,565680.0,35.6,0
33,1,138319.0,2,42.6,3.0,0,8,14,1,2.0,0,1,22,34579.75,1,0,1,1,0,10.4,414957.0,85.2,0
31,0,57207.0,1,66.3,1.0,2,4,5,1,2.0,1,1,9,28603.5,1,0,1,1,1,4.4,171621.0,132.6,0
55,0,87203.0,0,14.7,1.0,3,1,0,0,2.0,1,1,1,43601.5,0,0,1,0,1,0.6,261609.0,29.4,0
48,1,124938.0,0,21.9,2.0,2,1,0,1,1.0,1,1,1,41646.0,0,0,1,1,1,0.6,249876.0,43.8,0
64,1,86183.0,2,40.2,2.0,1,4,8,0,5.0,1,1,12,28727.666666666668,1,1,1,0,1,5.6,517098.0,80.4,1
38,1,97368.0,2,72.5,2.0,0,8,7,1,4.0,1,1,15,32456.0,1,1,1,1,1,7.6,486840.0,145.0,0
40,1,93232.0,0,70.6,1.0,3,2,1,1,4.0,1,1,3,46616.0,1,1,1,1,1,1.6,466160.0,141.2,0
62,1,52150.0,2,49.9,1.0,2,3,16,0,3.0,1,1,19,26075.0,1,1,1,0,1,8.2,208600.0,99.8,0
41,1,61083.0,1,40.2,2.0,2,4,4,1,2.0,0,1,8,20361.0,1,0,1,1,0,4.0,183249.0,80.4,0
53,0,114302.0,1,54.7,1.0,2,0,5,1,2.0,1,1,5,57151.0,1,0,1,1,1,2.0,342906.0,109.4,0
44,1,91578.0,0,5.0,1.0,2,1,1,1,1.0,0,1,2,45789.0,0,0,1,1,0,1.0,183156.0,10.0,0
56,1,104021.0,0,75.6,1.0,0,0,1,1,1.0,1,1,1,52010.5,1,0,1,1,1,0.4,208042.0,151.2,0
35,0,115518.0,1,34.5,2.0,0,2,6,1,3.0,0,1,8,38506.0,0,1,1,1,0,3.6000000000000005,462072.0,69.0,0
49,0,69328.0,1,23.4,3.0,0,2,9,1,1.0,0,1,11,17332.0,0,0,1,1,0,4.8,138656.0,46.8,0
38,1,35736.0,2,33.0,1.0,1,12,16,0,1.0,0,1,28,17868.0,0,0,1,0,0,13.6,71472.0,66.0,0
34,1,63137.0,2,61.9,3.0,3,2,19,0,2.0,0,1,21,15784.25,1,0,1,0,0,8.8,189411.0,123.8,0
48,0,95793.0,2,27.8,3.0,2,3,10,1,4.0,1,1,13,23948.25,0,1,1,1,1,5.8,478965.0,55.6,1
54,1,76536.0,0,89.6,2.0,0,0,0,0,4.0,1,1,0,25512.0,1,1,1,0,1,0.0,382680.0,179.2,0
60,2,100997.0,2,50.4,2.0,2,5,18,0,1.0,0,1,23,33665.666666666664,1,0,1,0,0,10.2,201994.0,100.8,0
32,1,101476.0,2,48.7,2.0,1,7,4,1,3.0,1,1,11,33825.333333333336,1,1,1,1,1,5.800000000000001,405904.0,97.4,0
52,0,92106.0,2,45.4,2.0,2,12,8,0,2.0,0,1,20,30702.0,1,0,1,0,0,10.399999999999999,276318.0,90.8,0
51,0,77048.0,2,16.8,1.0,0,3,6,0,1.0,0,1,9,38524.0,0,0,1,0,0,4.2,154096.0,33.6,0
43,1,91807.0,1,5.0,1.0,1,5,5,1,1.0,1,1,10,45903.5,0,0,1,1,1,5.0,183614.0,10.0,1
55,1,94058.0,1,39.3,1.0,1,2,1,1,2.0,1,1,3,47029.0,0,0,1,1,1,1.6,282174.0,78.6,0
38,1,59362.0,0,40.2,1.0,2,1,0,1,1.0,1,1,1,29681.0,1,0,1,1,1,0.6,118724.0,80.4,0
49,0,57534.0,2,25.0,1.0,0,5,5,1,4.0,1,1,10,28767.0,0,1,1,1,1,5.0,287670.0,50.0,0
34,1,79857.0,2,45.7,1.0,3,9,5,1,5.0,1,1,14,39928.5,1,1,1,1,1,7.3999999999999995,479142.0,91.4,1
